source_file,en_source,de_translation,de_correction,error_category,severity,feedback_reviewer,feedback_translator,linter_fires,comment_classification
26_0512_5241_US_IE_3 (1).xlsx,determining a value of a parameter of interest characterizing a structure disposed on the specimen based on the detected amount of x-ray radiation (204).,"Bestimmen eines Werts eines Parameters von Interesse, der eine auf der zu messenden Probe angeordnete Struktur kennzeichnet, basierend auf der detektierten Menge von Röntgenstrahlung (204).","Bestimmen eines Werts eines Parameters von Interesse, der eine auf der Probe angeordnete Struktur kennzeichnet, basierend auf der detektierten Menge von Röntgenstrahlung (204).",Mistranslation,Minor,"""zu messenden"" hinzugefügt",,,manual:accuracy
26_0512_5241_US_IE_3 (1).xlsx,set / amount,Menge / Menge,Satz / Menge,Consistency,Minor,,,,manual:consistency
26_0512_5305_US_IE_3.5.xlsx,"1. A RMM, Remote Monitoring and Management, system operatively associated with monitoring and managing a plurality of devices, including ransomware detection, the RMM system comprising:","1. RMM(Remote Monitoring and Management)-System, das operativ mit Überwachen und Verwalten einer Vielzahl von Vorrichtungen, einschließlich Ransomware-Detektion, verbunden ist, das RMM-System umfassend:","1. RMM(Fernüberwachungs- und Verwaltungs)-System, das operativ mit einem Überwachen und einem Verwalten einer Vielzahl von Vorrichtungen, einschließlich Ransomware-Detektion, verknüpft ist, wobei das RMM-System Folgendes umfasst:",Mistranslation,Minor,"Übersetzung des Akronyms fehlt
Ende ungrammatisch",,,glossary:acronym_in_compound; linter:folgendes_umfasst
26_0512_5305_US_IE_3.5.xlsx,associated / connection / Link,verbunden / Verbindung / Verknüpfung,verknüpft / Verbindung / Link,Consistency,Minor,Unterscheiden,,,manual:consistency
26_0512_5305_US_IE_3.5.xlsx,"a RMM agent module locally installed on each device and operatively communicating with an OS, operating system, installed on each device;","ein RMM-Agentenmodul, das auf jeder Vorrichtung lokal installiert ist und operativ mit einem auf jeder Vorrichtung installierten Betriebssystem (OS) kommuniziert;","ein RMM-Agentenmodul, das auf jeder Vorrichtung lokal installiert ist und operativ mit einem auf jeder Vorrichtung installierten OS, Betriebssystem, kommuniziert;",Accuracy,Minor,"OS, Betriebssystem",,,glossary:acronym_in_compound
26_0512_5305_US_IE_3.5.xlsx,"a RD, Ransomware Detection, module locally installed on each device and operatively communicating with each respective device RMM agent module, the RD module configured to perform a method of detecting a ransomware-encryption in a plurality of files received by the device, the method including:","ein RD(Ransomware-Detektions)-Modul, das auf jeder Vorrichtung lokal installiert ist und operativ mit dem jeweiligen RMM-Agentenmodul jeder Vorrichtung kommuniziert, wobei das RD-Modul konfiguriert ist, ein Verfahren eines Detektierens einer Ransomware-Verschlüsselung in einer Vielzahl von von der Vorrichtung empfangenen Dateien durchzuführen, wobei das Verfahren Folgendes beinhaltet:","ein RD(Ransomware-Detektions)-Modul, das auf jeder Vorrichtung lokal installiert ist und operativ mit jedem jeweiligen Vorrichtungs-RMM-Agentenmodul kommuniziert, wobei das RD-Modul konfiguriert ist, ein Verfahren zum Detektieren einer Ransomware-Verschlüsselung in einer Vielzahl von durch die Vorrichtung empfangenen Dateien durchzuführen, wobei das Verfahren Folgendes beinhaltet:",Preferential Change,,"Wir können hier ruhig wörtlich übersetzen, um die Quelle genauer zu spiegeln. (mit jedem jeweiligen Vorrichtungs-RMM-Agentenmodul)

by = durch (in Abgrenzung zu ""from"")",,,manual:accuracy; glossary:other
26_0512_5305_US_IE_3.5.xlsx,include / including / included,beinhalten / einschließlich / enthalten,einschließen / einschließlich / eingeschlossen,Consistency,Minor,Bei einem bleiben,,,glossary:include
26_0512_5305_US_IE_3.5.xlsx,"to monitor and receive callbacks for create, delete, update, and rename file-events associated with the watch-items","um Rückrufe zu überwachen und zu empfangen für Erstell-, Lösch-, Aktualisierungs- und Umbenennungs-Dateiereignisse, die mit den Wächterelementen verbunden sind,","um Rückrufe für Erstellungs-, Löschungs-, Aktualisierungs- und Umbenennungs-Dateiereignisse, die mit den Wächterelementen verknüpft sind, zu überwachen und zu empfangen,",Language,Minor,"Syntax ungrammatisch (Verb ans Ende)
Inkonsistenz bei z.B. ""Erstell-"", aber ""Aktualisierungs-"" etc.",,target_punctuation_where_none_in_source,manual:word_order; manual:other
26_0512_5305_US_IE_3.5.xlsx,"the plurality of devices include one or more of a PC, Personal Computer, desktop computer, tablet PC, a set-top box, STB, a Personal Digital Assistant,PDA, a cellular telephone, a web appliance, a server, a network router, a switch or bridge, or any machine capable of executing a set of instructions – sequential or otherwise – that specify actions to be taken by that machine;","die Vielzahl von Vorrichtungen einen oder mehrere von Folgenden beinhaltet: einen Personal-Computer (PC), einen Desktop-Computer, einen Tablet-PC, eine Set-Top-Box (STB), einen Persönlichen Digitalen Assistenten (PDA), ein Mobiltelefon, eine Web-Appliance, einen Server, einen Netzwerk-Router, einen Netzwerk-Switch, eine Netzwerk-Brücke oder eine beliebige Maschine, die in der Lage ist, einen Satz von Anweisungen – sequentiell oder anderweitig – auszuführen, die Aktionen angeben, die von dieser Maschine zu unternehmen sind;","die Vielzahl von Vorrichtungen eines oder mehrere von einem PC, Personal-Computer, einem Desktop-Computer, einem Tablet-PC, einer Set-Top-Box, STB, einem Persönlichen Digitalen Assistenten, PDA, einem Mobiltelefon, einer Web-Appliance, einem Server, einem Netzwerk-Router, einem Switch oder einer Brücke oder einer beliebigen Maschine einschließt, die in der Lage ist, einen Satz von Anweisungen – sequentiell oder anderweitig – auszuführen, die durch diese Maschine zu unternehmende Aktionen definieren;",Style,Major,"Syntax komplett geändert durch Doppelpunkt

Akronyme müssen in Klammern stehen, wenn sie nicht Teil eines Kompositums sind

specify = definieren (Glossar)",,,glossary:include; glossary:acronym_in_compound; glossary:other; manual:syntax
26_0512_5305_US_IE_3.5.xlsx,"the RD module is implemented as a dll, dynamic link library, call function.",das RD-Modul als DLL(Dynamic-Link-Library)-Aufruffunktion implementiert ist.,"das RD-Modul als eine Aufruffunktion einer dll, dynamisch gelinkten Bibliothek, implementiert ist.",Mistranslation,Minor,"Siehe z. B. Tureng: https://tureng.com/de/deutsch-englisch/dynamic%20link%20library%2C

Klein geschrieben",,,manual:terminology; manual:other
26_0512_5305_US_IE_3.5.xlsx,"at each timer event, the scheduler determining if the metadata watch-item file-event queue includes any watch-item file-event data,","bei jedem Timer-Ereignis Bestimmen, ob die Metadaten-Wächterelement-Dateiereignis-Warteschlange beliebige Wächterelement-Dateiereignisdaten beinhaltet, durch den Scheduler,","Bestimmen, ob die Metadaten-Wächterelement-Dateiereignis-Warteschlange beliebige Wächterelement-Dateiereignisdaten einschließt, durch den Scheduler bei jedem Timer-Ereignis,",Language,Minor,Syntax,,,glossary:include; manual:syntax
26_0512_5305_US_IE_3.5.xlsx,"if the metadata watch-item file-event queue includes any watch-item file-event data, the scheduler extracts the watch-item file-event data, clears the metadata watch-item file-event queue, and processes the extracted watch-item file-event data to determine a RD-module state, the RD-module state including one of abort, continue and RW-alert, the abort state indicating a negative detection of ransomware-encryption of one or more of the watch-items listed in the watch-item file-event queue, the continue state indicating an inconclusive determination of ransomware-encryption of one or more of the watch-items listed in the watch-item file-event queue, and the RW-alert state indicating a detection of ransomware-encryption of one or more of the watch-items listed in the watch-item file-event queue.","falls die Metadaten-Wächterelement-Dateiereignis-Warteschlange beliebige Wächterelement-Dateiereignisdaten beinhaltet, Extrahieren der Wächterelement-Dateiereignisdaten, Leeren der Metadaten-Wächterelement-Dateiereignis-Warteschlange und Verarbeiten der extrahierten Wächterelement-Dateiereignisdaten durch den Scheduler, um einen RD-Modulzustand zu bestimmen, wobei der RD-Modulzustand einen von Abbruchzustand, Fortsetzungszustand oder RW-Warnungszustand beinhaltet, wobei der Abbruchzustand eine negative Detektion einer Ransomware-Verschlüsselung eines oder mehrerer der in der Wächterelement-Dateiereignis-Warteschlange aufgelisteten Wächterelemente anzeigt, der Fortsetzungszustand eine nicht schlüssige Bestimmung einer Ransomware-Verschlüsselung eines oder mehrerer der in der Wächterelement-Dateiereignis-Warteschlange aufgelisteten Wächterelemente anzeigt und der RW-Warnungszustand eine Detektion einer Ransomware-Verschlüsselung eines oder mehrerer der in der Wächterelement-Dateiereignis-Warteschlange aufgelisteten Wächterelemente anzeigt.","falls die Metadaten-Wächterelement-Dateiereignis-Warteschlange beliebige Wächterelement-Dateiereignisdaten einschließt, extrahiert der Scheduler die Wächterelement-Dateiereignisdaten, leert die Metadaten-Wächterelement-Dateiereignis-Warteschlange und verarbeitet die extrahierten Wächterelement-Dateiereignisdaten, um einen RD-Modulzustand zu bestimmen, wobei der RD-Modulzustand eines von einem Abbruch, einer Fortsetzung oder einer RW-Warnung einschließt, wobei der Abbruchzustand eine negative Detektion einer Ransomware-Verschlüsselung eines oder mehrerer der in der Wächterelement-Dateiereignis-Warteschlange aufgelisteten Wächterelemente anzeigt, der Fortsetzungszustand eine nicht schlüssige Bestimmung einer Ransomware-Verschlüsselung eines oder mehrerer der in der Wächterelement-Dateiereignis-Warteschlange aufgelisteten Wächterelemente anzeigt und der RW-Warnungszustand eine Detektion einer Ransomware-Verschlüsselung eines oder mehrerer der in der Wächterelement-Dateiereignis-Warteschlange aufgelisteten Wächterelemente anzeigt.",Accuracy,Minor,"Indikativ: extracts, clears etc.
eines von einem Abbruch, einer Fortsetzung oder einer RW-Warnung",,,manual:accuracy; glossary:include
26_0512_5305_US_IE_3.5.xlsx,execute / run,ausführen,ausführen / laufen lassen,Consistency,Minor,Unterscheiden,,,manual:consistency
26_0512_5305_US_IE_3.5.xlsx,"e1) changing the ransomware affected device network information pertinent to the ransomware affected device network connection to the cloud-based RMM platform from a temporary DHCP, Dynamic Host Configuration Protocol, IP address assignment to a static IP address assignment, the network information including one or more of an internal IP, Internet Protocol, address of one or more active network adapters, inactive network adapters, a subnet mask of the one or more network adapters, a default gateway assignment of the one or more network adapters;","e1) Ändern der Netzwerkinformationen der von Ransomware betroffenen Vorrichtung, die für die Netzwerkverbindung der von Ransomware betroffenen Vorrichtung zu der cloudbasierten RMM-Plattform relevant sind, von einer temporären DHCP(Dynamic Host Configuration Protocol)-IP-Adresszuweisung zu einer statischen IP-Adresszuweisung, wobei die Netzwerkinformationen eines oder mehrere von Folgenden beinhalten: eine interne IP(Internet Protocol)-Adresse, eine Adresse eines oder mehrerer aktiver Netzwerkadapter, inaktive Netzwerkadapter, eine Subnetzmaske des einen oder der mehreren Netzwerkadapter, eine Standard-Gateway-Zuweisung des einen oder der mehreren Netzwerkadapter;","e1) Ändern der Netzwerkinformationen der von Ransomware betroffenen Vorrichtung, die für die Netzwerkverbindung der von Ransomware betroffenen Vorrichtung zu der cloudbasierten RMM-Plattform relevant sind, von einer temporären IP-Adresszuweisung nach einem DHCP, Protokoll zur dynamischen Konfiguration von Hosts, zu einer statischen IP-Adresszuweisung, wobei die Netzwerkinformationen eines oder mehrere von einer internen IP(Internetprotokoll)-Adresse, einer Adresse eines oder mehrerer aktiver Netzwerkadapter, inaktiven Netzwerkadaptern, einer Subnetzmaske des einen oder der mehreren Netzwerkadapter, einer Standard-Gateway-Zuweisung des einen oder der mehreren Netzwerkadapter einschließen;",Accuracy,Minor,Diverses,,,manual:accuracy; glossary:include; glossary:acronym_in_compound
26_0512_5305_US_IE_3.5.xlsx,if,falls /wenn,falls,Consistency,Minor,Bei einem bleiben,,,manual:consistency
26_0513_5142_US_IE_3.xlsx,end surfaces,Endflächen,Endoberflächen,Terminology,Minor,"Glossar (in Abgrenzung zu ""faces"")",,,glossary:other
26_0513_5142_US_IE_3.xlsx,characterised in that the at least one annular cooling plate (40) is removably mounted to the rest of the stator assembly (2).,"dadurch gekennzeichnet, dass die mindestens eine ringförmige Kühlplatte (40) abnehmbar an der übrigen Statorbaugruppe (2) angebracht ist.","dadurch gekennzeichnet, dass die mindestens eine ringförmige Kühlplatte (40) abnehmbar an dem Rest der Statorbaugruppe (2) angebracht ist.",Preferential Change,,Genauer,,,manual:accuracy
26_0513_5142_US_IE_3.xlsx,radially outer surface,radiale äußere Oberfläche,radial äußere Oberfläche,Language,Minor,Adverb,,,manual:other
26_0513_5142_US_IE_3.xlsx,for example,beispielsweise,zum Beispiel,Preferential Change,,Glosar,,,glossary:other
26_0513_5142_US_IE_3.xlsx,"4. The stator assembly of claim 1, 2 or 3, comprising a respective cooling plate (40) provided at each axial end of the stator (2).","4. Statorbaugruppe nach Anspruch 1, 2 oder 3, umfassend jeweils eine Kühlplatte (40), die an jedem axialen Ende des Stators (2) bereitgestellt ist.","4. Statorbaugruppe nach Anspruch 1, 2 oder 3, umfassend eine jeweilige Kühlplatte (40), die an jedem axialen Ende des Stators (2) bereitgestellt ist.",Accuracy,Minor,"Nicht ""each comprising""",,,manual:accuracy
26_0513_5142_US_IE_3.xlsx,slot / groove,Nut / Nut,Schlitz / Nut,Consistency,Minor,Unterscheiden,,,manual:consistency
26_0513_5142_US_IE_3.xlsx,fastener / attached,Befestigungselement / befestigt,Verbinder / befestigt,Consistency,Minor,"Unterscheiden (""Element"" wird außerdem schon für ""element"" verwendet)",,,manual:consistency
26_0513_5142_US_IE_3.xlsx,"7. The stator assembly of claim 5 or 6, wherein the at least one cooling plate (40) comprises heat transfer enhancement features (68) which extend into the cooling passage (60), optionally extending completely across the cooling passage (60).","7. Statorbaugruppe nach Anspruch 5 oder 6, wobei die mindestens eine Kühlplatte (40) Wärmeübertragungsverbesserungsmerkmale (68) umfasst, die sich in den Kühlkanal (60) erstrecken und sich optional vollständig durch den Kühlkanal (60) erstrecken.","7. Statorbaugruppe nach Anspruch 5 oder 6, wobei die mindestens eine Kühlplatte (40) Wärmeübertragungsverbesserungsmerkmale (68) umfasst, die sich in den Kühlkanal (60) erstrecken, sich optional vollständig durch den Kühlkanal (60) erstrecken.",Preferential Change,Minor,"""und"" gestrichen",,,manual:other
26_0513_5142_US_IE_3.xlsx,"A method of assembling a stator assembly (2) for an electrical machine according to any of the preceding claims, the stator assembly (2) comprising an annular core (4) extending around an axis (X) and comprising a plurality of axially extending slots (6); and a plurality of electrical windings (8) arranged in the slots (6) and having end portions (10) at axial ends (12) of the core (4); the method comprising the step of:","Verfahren des Zusammenbauens einer Statorbaugruppe (2) für eine elektrische Maschine nach einem der vorhergehenden Ansprüche, die Statorbaugruppe (2) umfassend einen ringförmigen Kern (4), der sich um eine Achse (X) erstreckt und eine Vielzahl von sich axial erstreckenden Nuten (6) umfasst; und eine Vielzahl von elektrischen Wicklungen (8), die in den Nuten (6) angeordnet sind und Endabschnitte (10) an axialen Enden (12) des Kerns (4) aufweisen; das Verfahren den folgenden Schritt umfassend:","Verfahren zum Zusammenbauen einer Statorbaugruppe (2) für eine elektrische Maschine nach einem der vorhergehenden Ansprüche, wobei die Statorbaugruppe (2) einen ringförmigen Kern (4), der sich um eine Achse (X) erstreckt und eine Vielzahl von sich axial erstreckenden Schlitzen (6) umfasst; und eine Vielzahl von elektrischen Wicklungen (8) umfasst, die in den Schlitzen (6) angeordnet sind und Endabschnitte (10) an axialen Enden (12) des Kerns (4) aufweisen; wobei das Verfahren den folgenden Schritt umfasst:",Accuracy,Minor,"method of = Verfahren zum
""die Statorbaugruppe umfassend"" ist ungrammatisch",,,manual:accuracy; manual:word_order
26_0513_5142_US_IE_3.xlsx,"The method of claim 12, wherein attaching the at least one cooling plate (40) at an axial end (12) of the core (4) comprises mounting the cooling plate (40) to a cooling jacket (14) which at least partially extends around a radially outer surface (13) of the core (4), optionally attaching the cooling plate (40) to the cooling jacket (14) using threaded fasteners (44).","Verfahren nach Anspruch 12, wobei Befestigen der mindestens einen Kühlplatte (40) an einem axialen Ende (12) des Kerns (4) umfasst, die Kühlplatte (40) an einem Kühlmantel (14) anzubringen, der sich mindestens teilweise um eine radial äußere Oberfläche (13) des Kerns (4) erstreckt, und optional die Kühlplatte (40) mittels Gewindebefestigungselementen (44) an dem Kühlmantel (14) zu befestigen.","Verfahren nach Anspruch 12, wobei das Befestigen der mindestens einen Kühlplatte (40) an einem axialen Ende (12) des Kerns (4) ein Anbringen der Kühlplatte (40) an einem Kühlmantel (14), der sich mindestens teilweise um eine radial äußere Oberfläche (13) des Kerns (4) erstreckt, und optional ein Befestigen der Kühlplatte (40) mithilfe von Gewindeverbindern (44) an dem Kühlmantel (14) umfasst.",Accuracy,Minor,"das Befestigen
ein Anbringen",,,linter_new:article_first_mention; glossary:using
26_0513_5142_US_IE_3.xlsx,maintenance,Wartungsarbeiten,eine Wartung,Accuracy,Minor,Singular,,,manual:accuracy
26_0514_5172_US_IE_4.5.xlsx,a first precision rectifier (118) operatively connected to receive high and low signals of a sine coil of a resolver and to output a first signaled condition;,"einen ersten Präzisionsgleichrichter (118), der wirkverbunden ist, um High- und Low-Signale von einer Sinusspule eines Resolvers zu empfangen und einen ersten Signalzustand auszugeben;","einen ersten Präzisionsgleichrichter (118), der wirkverbunden ist, um High- und Low-Signale einer Sinusspule eines Resolvers zu empfangen und einen ersten signalisierten Zustand auszugeben;",Preferential Change,,"""von"" wäre ""from"" (außerdem inkonsistent mit nächstem Segment)

signaled = signalisiert",,,manual:accuracy; manual:terminology
26_0514_5172_US_IE_4.5.xlsx,"an analog to digital converter, ADC, component (128) operatively connected to receive the first signaled condition, the second signaled condition, and the signal indicative of quadrant position of the resolver, and to output a digital signal.","eine Analog-Digital-Wandler(ADC)-Komponente (128), die wirkverbunden ist, um den ersten Signalzustand, den zweiten Signalzustand und das Signal, das die Quadrantenposition des Resolvers angibt, zu empfangen und ein Digitalsignal auszugeben.","eine Analog-Digital-Wandler(ADC)-Komponente (128), die wirkverbunden ist, um den ersten signalisierten Zustand, den zweiten signalisierten Zustand und das Signal, das eine Quadrantenposition des Resolvers angibt, zu empfangen und ein Digitalsignal auszugeben.",Accuracy,Minor,"eine Quadrantenposition, 1. Vorkommen (Anfangs fühlt es sich immer falsch an, weil es wie in diesem Fall ja nur eine Position gibt, aber leider sehen die Reviewer sehr genau hin)",,,linter_new:article_first_mention; manual:terminology
26_0514_5172_US_IE_4.5.xlsx,"3. The system as recited in claim 2, further comprising resolver exciter (110) operatively connected to excite the exciter coil, and to provide the high and low signals of the exciter coil to the quadrant detection circuit.","3. System nach Anspruch 2, ferner umfassend einen Resolver-Erreger (110), der wirkverbunden ist, um die Erregerspule zu erregen und die High- und Low-Signale der Erregerspule an die Quadrantenerkennungsschaltung bereitzustellen.","3. System nach Anspruch 2, ferner umfassend einen Resolvererreger (110), der wirkverbunden ist, um die Erregerspule zu erregen und der Quadrantenerkennungsschaltung die High- und Low-Signale der Erregerspule bereitzustellen.",Preferential Change,,"Bindestriche, wenn möglich, vermeiden, siehe Style Guide.
Bereitstellen + Dativ (außer bei Gerundivformen)",,,manual:other
26_0514_5172_US_IE_4.5.xlsx,to output / output,ausgeben / Ausgangssignal / Output,ausgeben / Ausgabe,Consistency,Minor,Gilt auch für input > Eingabe,,,manual:consistency
26_0514_5172_US_IE_4.5.xlsx,"5. The system as recited in any preceding claim, wherein the ADC component includes one ADC with three input channels, one input channel for each of the first signaled condition, the second signaled condition, and the signal indicative of quadrant position of the resolver.","5. System nach einem der vorhergehenden Ansprüche, wobei die ADC-Komponente einen ADC mit drei Eingangskanälen beinhaltet, einen Eingangskanal für den ersten Signalzustand, den zweiten Signalzustand und das Signal, das die Quadrantenposition des Resolvers angibt.","5. System nach einem der vorhergehenden Ansprüche, wobei die ADC-Komponente einen ADC mit drei Eingabekanälen beinhaltet, einen Eingabekanal für jeden des ersten signalisierten Zustands, des zweiten signalisierten Zustands und des Signals, das die Quadrantenposition des Resolvers angibt.",Accuracy,Minor,each of,,,manual:accuracy; manual:terminology
26_0514_5172_US_IE_4.5.xlsx,"The system as recited in claim 13, wherein the processing device is configured to interpret a digital representation of the PWM signal into a quadrant position of the resolver, and to provide output indicative of angular speed and/or position of the resolver.","System nach Anspruch 13, wobei die Verarbeitungsvorrichtung konfiguriert ist, um eine digitale Repräsentation des PWM-Signals in eine Quadrantenposition des Resolvers zu interpretieren und ein Ausgangssignal bereitzustellen, das die Winkelgeschwindigkeit und/oder die Position des Resolvers angibt.","System nach Anspruch 13, wobei die Verarbeitungsvorrichtung konfiguriert ist, um eine digitale Repräsentation des PWM-Signals in eine Quadrantenposition des Resolvers auszulegen und eine Ausgabe bereitzustellen, die eine Winkelgeschwindigkeit und/oder die Position des Resolvers angibt.",Terminology,Minor,"interpret = auslegen (Glossar)
Ausgabe
eine Winkelgeschwindigkeit",,,glossary:other; linter_new:article_first_mention
26_0514_5360_US_IE_4.xlsx,"1. A system for preventing semitrailer collisions with a loading ramp (10) comprising:- a loading ramp (10);- a guide block (200) positioned on the ground, laterally and/or medially to the opening of the loading ramp (10); wherein the guide block (200) comprises a first wheel blocking means configured as a sled (210) adapted for supporting the tread of a rear tire (16) of a semitrailer (12), and configured to move, preferably passively, from a forwarded position relative to a loading ramp (10) to a retracted position relative to said loading ramp (10), when being pushed by a rear tire as a semitrailer (12) is reversing towards said loading ramp (10);","1. System zur Vermeidung von Kollisionen von Sattelaufliegern mit einer Laderampe (10), umfassend:
- eine Laderampe (10);- einen Führungsblock (200), der an dem Boden seitlich und/oder mittig zu der Öffnung der Laderampe (10) positioniert ist; wobei der Führungsblock (200) eine erste Radblockiereinrichtung umfasst, die als ein Schlitten (210) konfiguriert ist, der zum Abstützen der Lauffläche eines Hinterreifens (16) eines Sattelaufliegers (12) ausgelegt ist, und der konfiguriert ist, sich, vorzugsweise passiv, von einer in Bezug auf eine Laderampe (10) vorgeschobenen Position in eine in Bezug auf die Laderampe (10) zurückgezogene Position zu bewegen, wenn er von einem Hinterreifen geschoben wird, während ein Sattelauflieger (12) rückwärts in Richtung der Laderampe (10) fährt;","1. System zum Vermeiden von Kollisionen von Sattelaufliegern mit einer Laderampe (10), umfassend:- eine Laderampe (10);- einen Führungsblock (200), der an dem Boden seitlich und/oder mittig zu der Öffnung der Laderampe (10) positioniert ist; wobei der Führungsblock (200) ein erstes Radblockiermittel umfasst, das als ein Schlitten (210) konfiguriert ist, der zum Abstützen der Lauffläche eines Hinterreifens (16) eines Sattelaufliegers (12) ausgelegt ist und dazu konfiguriert ist, sich, vorzugsweise passiv, von einer relativ zu einer Laderampe (10) vorgeschobenen Position in eine relativ zu der Laderampe (10) zurückgezogene Position zu bewegen, wenn er von einem Hinterreifen geschoben wird, während ein Sattelauflieger (12) in Richtung der Laderampe (10) reversiert;",Accuracy,Minor,"Fälschlicherweise ein Absatz eingefügt
means = Mittel (Glossar)
reverse = reversieren
relative = relativ (sonst auch so übersetzt)",,werden_dynamic; preposition_contraction,manual:other; glossary:other; manual:terminology; manual:consistency
26_0514_5360_US_IE_4.xlsx,is below a preset threshold,"einen vorgegebenen Schwellenwert unterschreitet,",unterhalb eines voreingestellten Schwellenwerts ist,Preferential Change,,Genauer,,target_punctuation_where_none_in_source,manual:accuracy
26_0514_5360_US_IE_4.xlsx,"5. The system according to any one of the claims 1-4, wherein the second locking pin (230) is an elongate rod (233) with a first end pivotably connected to an elongate member (232), which is pivotably connected to the piston (228); wherein the second end of the elongate rod is shaped to fit between two neighboring teeth of the toothed rack (220).","5. System nach einem der Ansprüche 1 bis 4, wobei der zweite Verriegelungsstift (230) eine längliche Stange (233) ist, deren erstes Ende schwenkbar mit einem länglichen Element (232) verbunden ist, das seinerseits schwenkbar mit dem Kolben (228) verbunden ist; wobei das zweite Ende der länglichen Stange so geformt ist, dass es zwischen zwei benachbarte Zähne der Zahnstange (220) passt.","5. System nach einem der Ansprüche 1 bis 4, wobei der zweite Verriegelungsstift (230) eine längliche Stange (233) mit einem ersten Ende ist, das schwenkbar mit einem länglichen Element (232) verbunden ist, das schwenkbar mit dem Kolben (228) verbunden ist; wobei das zweite Ende der länglichen Stange so geformt ist, dass es zwischen zwei benachbarte Zähne der Zahnstange (220) passt.",Accuracy,Minor,Zu frei formuliert,,,manual:accuracy
